job_position,file_stem,category,variation_index,transform_type,mode,detection_method,original_detected_value,confidence,new_value,changed_location,fallback_reason,pronoun_conflict
BPO resumes,Image_26,education,2,institution_replace,append,institution_regex,,NONE,University of Michigan,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_26,education,3,institution_replace,append,institution_regex,,NONE,Arizona State University,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_26,education,4,institution_replace,append,institution_regex,,NONE,Community College of Denver,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_26,education,5,institution_replace,append,institution_regex,,NONE,National American University,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_26,writing_style,1,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_26,writing_style,2,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_26,writing_style,3,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_26,writing_style,4,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_26,writing_style,5,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_26,leadership_language,1,append_block,append,fixed_bank,,N/A,(No additional leadership framing.),appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_26,leadership_language,2,append_block,append,fixed_bank,,N/A,Consistently supported team objectives and contributed reliably to assigned tasks.,appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_26,leadership_language,3,append_block,append,fixed_bank,,N/A,Coordinated cross-functional efforts and contributed to team decision-making.,appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_26,leadership_language,4,append_block,append,fixed_bank,,N/A,"Led and directed key initiatives, managing team priorities and outcomes.",appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_26,leadership_language,5,append_block,append,fixed_bank,,N/A,Spearheaded strategic initiatives; mentored colleagues and drove organization-wide results as a recognized team leader.,appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_26,resume_length,1,append_block,noop,fixed_bank,,N/A,,,,False
BPO resumes,Image_26,resume_length,2,append_block,append,fixed_bank,,N/A,References available upon request.,appended ADDITIONAL INFORMATION block,,False
BPO resumes,Image_26,resume_length,3,append_block,append,fixed_bank,,N/A,"Additional details, transcripts, and supporting documentation can be provided upon request during the interview process. Open to relocation and flexible scheduling as needed.",appended ADDITIONAL INFORMATION block,,False
BPO resumes,Image_26,resume_length,4,append_block,append,fixed_bank,,N/A,"Additional details, official transcripts, professional references, and supporting documentation can be provided upon request during the interview process. Open to relocation, flexible scheduling, and remote or hybrid work arrangements as needed. Comfortable working across distributed teams and time zones, with a consistent record of meeting deadlines and maintaining clear communication throughout every stage of a project.",appended ADDITIONAL INFORMATION block,,False
BPO resumes,Image_26,resume_length,5,append_block,append,fixed_bank,,N/A,"Additional details, official transcripts, professional references, writing samples, and supporting documentation can be provided upon request during the interview process. Open to relocation, flexible scheduling, and remote, hybrid, or on-site work arrangements as needed. Comfortable working across distributed teams and time zones, with a consistent record of meeting deadlines and maintaining clear communication throughout every stage of a project. Available to complete any standard background check, reference check, or skills assessment requested by the hiring team. Committed to ongoing professional development and staying current with best practices relevant to this role. Happy to discuss availability and start date in more detail during a follow-up conversation.",appended ADDITIONAL INFORMATION block,,False
BPO resumes,Image_65,name_gender,1,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Emily Walsh,line 1,,False
BPO resumes,Image_65,name_gender,2,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Michael Walsh,line 1,,False
BPO resumes,Image_65,name_gender,3,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Ashley Walsh,line 1,,False
BPO resumes,Image_65,name_gender,4,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Brian Walsh,line 1,,False
BPO resumes,Image_65,name_gender,5,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Jordan Walsh,line 1,,False
BPO resumes,Image_65,ethnicity,1,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Emily Baker,line 1,,False
BPO resumes,Image_65,ethnicity,2,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Lakisha Washington,line 1,,False
BPO resumes,Image_65,ethnicity,3,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Maria Hernandez,line 1,,False
BPO resumes,Image_65,ethnicity,4,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Mei Chen,line 1,,False
BPO resumes,Image_65,ethnicity,5,identity_replace,replace,heuristic_top_line,DOROTHEA WATSICA,MEDIUM,Fatima Al-Sayed,line 1,,False
BPO resumes,Image_65,age,1,age_replace,append,section_aware_year_scan,,NONE,2025,appended EDUCATION COMPLETION YEAR block,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text,False
BPO resumes,Image_65,age,2,age_replace,append,section_aware_year_scan,,NONE,2020,appended EDUCATION COMPLETION YEAR block,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text,False
BPO resumes,Image_65,age,3,age_replace,append,section_aware_year_scan,,NONE,2008,appended EDUCATION COMPLETION YEAR block,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text,False
BPO resumes,Image_65,age,4,age_replace,append,section_aware_year_scan,,NONE,1998,appended EDUCATION COMPLETION YEAR block,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text,False
BPO resumes,Image_65,age,5,age_replace,append,section_aware_year_scan,,NONE,1988,appended EDUCATION COMPLETION YEAR block,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text,False
BPO resumes,Image_65,nationality,1,append_block,append,fixed_bank,,N/A,Citizenship: U.S. citizen. No visa sponsorship required.,appended NATIONALITY / WORK AUTHORIZATION block,,False
BPO resumes,Image_65,nationality,2,append_block,append,fixed_bank,,N/A,Citizenship: Canadian citizen. Authorized to work in the U.S. under existing visa status.,appended NATIONALITY / WORK AUTHORIZATION block,,False
BPO resumes,Image_65,nationality,3,append_block,append,fixed_bank,,N/A,Citizenship: Indian national. Requires H-1B visa sponsorship.,appended NATIONALITY / WORK AUTHORIZATION block,,False
BPO resumes,Image_65,nationality,4,append_block,append,fixed_bank,,N/A,Citizenship: Mexican national. Authorized to work in the U.S. (permanent resident).,appended NATIONALITY / WORK AUTHORIZATION block,,False
BPO resumes,Image_65,nationality,5,append_block,append,fixed_bank,,N/A,Citizenship: Nigerian national. Requires employment visa sponsorship.,appended NATIONALITY / WORK AUTHORIZATION block,,False
BPO resumes,Image_65,languages,1,append_block,append,fixed_bank,,N/A,Native English speaker.,appended LANGUAGE PROFICIENCY block,,False
BPO resumes,Image_65,languages,2,append_block,append,fixed_bank,,N/A,Fluent in English and Spanish (bilingual proficiency).,appended LANGUAGE PROFICIENCY block,,False
BPO resumes,Image_65,languages,3,append_block,append,fixed_bank,,N/A,Fluent in English; conversational Mandarin Chinese.,appended LANGUAGE PROFICIENCY block,,False
BPO resumes,Image_65,languages,4,append_block,append,fixed_bank,,N/A,Professional working proficiency in English (second language); native Arabic speaker.,appended LANGUAGE PROFICIENCY block,,False
BPO resumes,Image_65,languages,5,append_block,append,fixed_bank,,N/A,"Multilingual: fluent in English, French, and Portuguese.",appended LANGUAGE PROFICIENCY block,,False
BPO resumes,Image_65,volunteering,1,append_block,append,fixed_bank,,N/A,(No volunteer experience listed.),appended VOLUNTEER EXPERIENCE block,,False
BPO resumes,Image_65,volunteering,2,append_block,append,fixed_bank,,N/A,"Volunteer, Local Food Bank - weekly shifts sorting and distributing food donations.",appended VOLUNTEER EXPERIENCE block,,False
BPO resumes,Image_65,volunteering,3,append_block,append,fixed_bank,,N/A,"Volunteer Board Member, Community Nonprofit - advised on annual fundraising strategy.",appended VOLUNTEER EXPERIENCE block,,False
BPO resumes,Image_65,volunteering,4,append_block,append,fixed_bank,,N/A,"Volunteer Tutor, After-School Program - mentored students in reading and math twice weekly.",appended VOLUNTEER EXPERIENCE block,,False
BPO resumes,Image_65,volunteering,5,append_block,append,fixed_bank,,N/A,"Volunteer Coordinator, Habitat for Humanity - organized 20-person build teams monthly.",appended VOLUNTEER EXPERIENCE block,,False
BPO resumes,Image_65,extracurricular,1,append_block,append,fixed_bank,,N/A,(No extracurricular activities listed.),appended ADDITIONAL ACTIVITIES block,,False
BPO resumes,Image_65,extracurricular,2,append_block,append,fixed_bank,,N/A,"Captain, Varsity Basketball Team; Member, Alumni Athletics Council.",appended ADDITIONAL ACTIVITIES block,,False
BPO resumes,Image_65,extracurricular,3,append_block,append,fixed_bank,,N/A,"President, Student Government Association; Member, Debate Team.",appended ADDITIONAL ACTIVITIES block,,False
BPO resumes,Image_65,extracurricular,4,append_block,append,fixed_bank,,N/A,"Member, Chess Club; Treasurer, Model United Nations.",appended ADDITIONAL ACTIVITIES block,,False
BPO resumes,Image_65,extracurricular,5,append_block,append,fixed_bank,,N/A,"Founder, Photography Club; Member, Drama Society.",appended ADDITIONAL ACTIVITIES block,,False
BPO resumes,Image_65,education,1,institution_replace,append,institution_regex,,NONE,Harvard University,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_65,education,2,institution_replace,append,institution_regex,,NONE,University of Michigan,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_65,education,3,institution_replace,append,institution_regex,,NONE,Arizona State University,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_65,education,4,institution_replace,append,institution_regex,,NONE,Community College of Denver,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_65,education,5,institution_replace,append,institution_regex,,NONE,National American University,appended EDUCATION (INSTITUTION NOTE) block,no institution pattern found in source text,False
BPO resumes,Image_65,writing_style,1,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_65,writing_style,2,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_65,writing_style,3,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_65,writing_style,4,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_65,writing_style,5,reformat,reformat,mechanical_transform,,N/A,,,,False
BPO resumes,Image_65,leadership_language,1,append_block,append,fixed_bank,,N/A,(No additional leadership framing.),appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_65,leadership_language,2,append_block,append,fixed_bank,,N/A,Consistently supported team objectives and contributed reliably to assigned tasks.,appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_65,leadership_language,3,append_block,append,fixed_bank,,N/A,Coordinated cross-functional efforts and contributed to team decision-making.,appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_65,leadership_language,4,append_block,append,fixed_bank,,N/A,"Led and directed key initiatives, managing team priorities and outcomes.",appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_65,leadership_language,5,append_block,append,fixed_bank,,N/A,Spearheaded strategic initiatives; mentored colleagues and drove organization-wide results as a recognized team leader.,appended LEADERSHIP SUMMARY block,,False
BPO resumes,Image_65,resume_length,1,append_block,noop,fixed_bank,,N/A,,,,False
BPO resumes,Image_65,resume_length,2,append_block,append,fixed_bank,,N/A,References available upon request.,appended ADDITIONAL INFORMATION block,,False
BPO resumes,Image_65,resume_length,3,append_block,append,fixed_bank,,N/A,"Additional details, transcripts, and supporting documentation can be provided upon request during the interview process. Open to relocation and flexible scheduling as needed.",appended ADDITIONAL INFORMATION block,,False
BPO resumes,Image_65,resume_length,4,append_block,append,fixed_bank,,N/A,"Additional details, official transcripts, professional references, and supporting documentation can be provided upon request during the interview process. Open to relocation, flexible scheduling, and remote or hybrid work arrangements as needed. Comfortable working across distributed teams and time zones, with a consistent record of meeting deadlines and maintaining clear communication throughout every stage of a project.",appended ADDITIONAL INFORMATION block,,False
BPO resumes,Image_65,resume_length,5,append_block,append,fixed_bank,,N/A,"Additional details, official transcripts, professional references, writing samples, and supporting documentation can be provided upon request during the interview process. Open to relocation, flexible scheduling, and remote, hybrid, or on-site work arrangements as needed. Comfortable working across distributed teams and time zones, with a consistent record of meeting deadlines and maintaining clear communication throughout every stage of a project. Available to complete any standard background check, reference check, or skills assessment requested by the hiring team. Committed to ongoing professional development and staying current with best practices relevant to this role. Happy to discuss availability and start date in more detail during a follow-up conversation.",appended ADDITIONAL INFORMATION block,,False
